symbol,name,exchange,yf_symbol
NORTHARC,Northern Arc Capital Limited,NSE+BSE,NORTHARC.NS
NORTHLINK,Northlink Fiscal And Capital Services Ltd.,BSE,NORTHLINK.BO
NOUVEAU,Nouveau Global Ventures Limited,BSE,NOUVEAU.BO
NOVAAGRI,Nova Agritech Limited,NSE+BSE,NOVAAGRI.NS
NOVARTIND,Novartis India Limited,NSE+BSE,NOVARTIND.NS
NOVATEOR,Novateor Research Laboratories Limited,BSE,NOVATEOR.BO
NOVELIX,NOVELIX PHARMACEUTICALS LIMITED,BSE,NOVELIX.BO
NOVIS,Nova Iron & Steel Ltd.,BSE,NOVIS.BO
NOVUS,Novus Loyalty Limited,BSE,NOVUS.BO
NPFL,NEOPOLITAN PIZZA AND FOODS LIMITED,BSE,NPFL.BO
NPL,National Peroxide Limited,BSE,NPL.BO
NPRFIN,NPR Finance Ltd.,BSE,NPRFIN.BO
NPST,Network People Services Technologies Limited,NSE+BSE,NPST.NS
NRAIL,N R Agarwal Industries Limited,NSE+BSE,NRAIL.NS
NRBBEARING,NRB Bearing Limited,NSE+BSE,NRBBEARING.NS
NRL,Nupur Recyclers Limited,NSE,NRL.NS
NSBBPO,NSB BPO Solutions Limited,BSE,NSBBPO.BO
NSDL,National Securities Depository Limited,BSE,NSDL.BO
NSIL,Nalwa Sons Investments Limited,NSE+BSE,NSIL.NS
NSL,Northern Spirits Limited,BSE,NSL.BO
NSLNISP,NMDC Steel Limited,NSE+BSE,NSLNISP.NS
NTCIND,NTC INDUSTRIES LIMITED,BSE,NTCIND.BO
NTPC,NTPC Limited,NSE+BSE,NTPC.NS
NTPCGREEN,NTPC Green Energy Limited,NSE+BSE,NTPCGREEN.NS
NUCLEUS,Nucleus Software Exports Limited,NSE+BSE,NUCLEUS.NS
NUKLEUS,NUKLEUS OFFICE SOLUTIONS LIMITED,BSE,NUKLEUS.BO
NURECA,Nureca Limited,NSE+BSE,NURECA.NS
NUTECGLOB,Nutech Global Ltd.,BSE,NUTECGLOB.BO
NUTRICIRCLE,Nutricircle Limited,BSE,NUTRICIRCLE.BO
NUVAMA,Nuvama Wealth Management Limited,NSE+BSE,NUVAMA.NS
NUVOCO,Nuvoco Vistas Corporation Limited,NSE+BSE,NUVOCO.NS
NV20IETF,ICICI Prudential Mutual Fund,BSE,NV20IETF.BO
NVENTURES,Nanavati Ventures Limited,BSE,NVENTURES.BO
NWIL,NURTURE WELL INDUSTRIES LIMITED,BSE,NWIL.BO
NYKAA,FSN E-Commerce Ventures Limited,NSE+BSE,NYKAA.NS
NYSSACORP,Nyssa Corporation Limited,BSE,NYSSACORP.BO
OAL,Oriental Aromatics Limited,NSE+BSE,OAL.NS
OASISEC,Oasis Securities Limited,BSE,OASISEC.BO
OBCL,Orissa Bengal Carrier Limited,NSE+BSE,OBCL.NS
OBEROIRLTY,Oberoi Realty Limited,NSE+BSE,OBEROIRLTY.NS
OCCLLTD,OCCL Limited,NSE+BSE,OCCLLTD.NS
OCEANIC,Oceanic Foods Limited,BSE,OCEANIC.BO
OCTAL,Octal Credit Capital Ltd.,BSE,OCTAL.BO
OCTAVE,Perfect-Octave Media Projects Ltd,BSE,OCTAVE.BO
OCTAVIUSPL,Octavius Plantations Limited,BSE,OCTAVIUSPL.BO
OCTAWARE,Octaware Technologies Limited,BSE,OCTAWARE.BO
ODIGMA,Odigma Consultancy Solutions Limited,NSE+BSE,ODIGMA.NS
ODYCORP,Odyssey Corporation Ltd.,BSE,ODYCORP.BO
ODYSSEY,Odyssey Technologies Ltd.,BSE,ODYSSEY.BO
OFSS,Oracle Financial Services Software Limited,NSE+BSE,OFSS.NS
OIL,Oil India Limited,NSE+BSE,OIL.NS
OILCOUNTUB,Oil Country Tubular Limited,NSE+BSE,OILCOUNTUB.NS
OILIETF,ICICI Prudential Mutual Fund,BSE,OILIETF.BO
OIVL,ONESOURCE INDUSTRIES AND VENTURES LIMITED,BSE,OIVL.BO
OKPLA,OK Play India Ltd.,BSE,OKPLA.BO
OLAELEC,Ola Electric Mobility Limited,NSE+BSE,OLAELEC.NS
OLATECH,Olatech Solutions Limited,BSE,OLATECH.BO
OLECTRA,Olectra Greentech Limited,NSE+BSE,OLECTRA.NS
OLPCL,Olympic Cards Limited,BSE,OLPCL.BO
OLYMPTX,Olympia Industries Ltd.,BSE,OLYMPTX.BO
OLYMTFI,Olympic Management & Financial Serv,BSE,OLYMTFI.BO
OLYOI,Olympic Oil Industries Ltd.,BSE,OLYOI.BO
OMAXAUTO,Omax Autos Limited,NSE+BSE,OMAXAUTO.NS
OMAXE,Omaxe Limited,NSE+BSE,OMAXE.NS
OMEAG,Omega Ag-Seeds (Punjab) ltd.,BSE,OMEAG.BO
OMEGAIN,Omega Interactive Technologies Ltd.,BSE,OMEGAIN.BO
OMFREIGHT,Om Freight Forwarders Limited,NSE+BSE,OMFREIGHT.NS
OMINFRAL,OM INFRA LIMITED,NSE+BSE,OMINFRAL.NS
OMKARPH,Omkar Pharmachem Ltd.,BSE,OMKARPH.BO
OML,OM METALLOGIC LIMITED,BSE,OML.BO
OMNI,Omnitech Engineering Limited,NSE+BSE,OMNI.NS
OMNIAX,Omni Axs Software Ltd.,BSE,OMNIAX.BO
OMNIPOTENT,Omnipotent Industries Limited,BSE,OMNIPOTENT.BO
OMNITEX,Omnitex Industries (India) Ltd.,BSE,OMNITEX.BO
OMPOWER,Om Power Transmission Limited,NSE+BSE,OMPOWER.NS
ONEGLOBAL,ONE GLOBAL SERVICE PROVIDER LIMITED,BSE,ONEGLOBAL.BO
ONELIFECAP,Onelife Capital Advisors Limited,NSE+BSE,ONELIFECAP.NS
ONEPOINT,One Point One Solutions Limited,NSE+BSE,ONEPOINT.NS
ONESOURCE,Onesource Specialty Pharma Limited,NSE+BSE,ONESOURCE.NS
ONGC,Oil & Natural Gas Corporation Limited,NSE+BSE,ONGC.NS
ONIXSOLAR,ONIX SOLAR ENERGY LIMITED,BSE,ONIXSOLAR.BO
ONMOBILE,OnMobile Global Limited,NSE+BSE,ONMOBILE.NS
ONTIC,Ontic Finserve Limited,BSE,ONTIC.BO
ONWARDTEC,Onward Technologies Limited,NSE+BSE,ONWARDTEC.NS
OONE,ObjectOne Information Systems Ltd,BSE,OONE.BO
OPCHAINS,O. P. Chains Limited,BSE,OPCHAINS.BO
OPTIEMUS,Optiemus Infracom Limited,NSE+BSE,OPTIEMUS.NS
OPTIFIN,Optimus Finance Limited,BSE,OPTIFIN.BO
ORBTEXP,Orbit Exports Limited,NSE+BSE,ORBTEXP.NS
ORCHASP,Orchasp Limited,NSE+BSE,ORCHASP.NS
ORCHPHARMA,Orchid Pharma Limited,NSE+BSE,ORCHPHARMA.NS
ORGANICREC,ORGANIC RECYCLING SYSTEMS LIMITED,BSE,ORGANICREC.BO
ORGCOAT,Organic Coatings Ltd.,BSE,ORGCOAT.BO
ORIBEVER,Orient Beverages Ltd.,BSE,ORIBEVER.BO
ORICONENT,Oricon Enterprises Limited,NSE+BSE,ORICONENT.NS
ORIENTALTL,Oriental Trimex Limited,NSE+BSE,ORIENTALTL.NS
ORIENTBELL,Orient Bell Limited,NSE+BSE,ORIENTBELL.NS
ORIENTCEM,Orient Cement Limited,NSE+BSE,ORIENTCEM.NS
ORIENTCER,ORIENT CERATECH LIMITED,NSE+BSE,ORIENTCER.NS
ORIENTELEC,Orient Electric Limited,NSE+BSE,ORIENTELEC.NS
ORIENTHOT,Oriental Hotels Limited,NSE+BSE,ORIENTHOT.NS
ORIENTLTD,Orient Press Limited,NSE+BSE,ORIENTLTD.NS
ORIENTPPR,Orient Paper & Industries Limited,NSE+BSE,ORIENTPPR.NS
ORIENTTECH,Orient Technologies Limited,NSE+BSE,ORIENTTECH.NS
ORIENTTR,Orient Tradelink Ltd.,BSE,ORIENTTR.BO
ORIRAIL,ORIENTAL RAIL INFRASTRUCTURE LIMITED,BSE,ORIRAIL.BO
ORISSAMINE,The Orissa Minerals Development Company Limited,NSE+BSE,ORISSAMINE.NS
ORKLAINDIA,Orkla India Limited,NSE+BSE,ORKLAINDIA.NS
OROSMITHS,Orosil Smiths India Limited,BSE,OROSMITHS.BO
ORTEL,Ortel Communications Limited,NSE+BSE,ORTEL.NS
ORTINGLOBE,ORTIN GLOBAL LIMITED,NSE+BSE,ORTINGLOBE.NS
OSEASPR,Oseaspre Consultants Ltd.,BSE,OSEASPR.BO
OSIAHYPER,Osia Hyper Retail Limited,NSE,OSIAHYPER.NS
OSIAJEE,OSIAJEE TEXFAB LIMITED,BSE,OSIAJEE.BO
OSWALAGRO,Oswal Agro Mills Limited,NSE+BSE,OSWALAGRO.NS
OSWALGREEN,Oswal Greentech Limited,NSE+BSE,OSWALGREEN.NS
OSWALPUMPS,Oswal Pumps Limited,NSE+BSE,OSWALPUMPS.NS
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,NSE,OSWALSEEDS.NS
OVAL,OVAL PROJECTS ENGINEERING LIMITED,BSE,OVAL.BO
OVOBELE,Ovobel Foods Ltd.,BSE,OVOBELE.BO
OXFORDIN,Oxford Industries ltd.,BSE,OXFORDIN.BO
OXYGENTAPH,OXYGENTA PHARMACEUTICAL LIMITED,BSE,OXYGENTAPH.BO
PACE,PACE E-COMMERCE VENTURES LIMITED,BSE,PACE.BO
PACEDIGITK,Pace Digitek Limited,NSE+BSE,PACEDIGITK.NS
PACIFICI,Pacific Industries ltd.,BSE,PACIFICI.BO
PADALPO,Padmanabh Alloys & Polymers Ltd.,BSE,PADALPO.BO
PADAMCO,Padam Cotton Yarns Ltd.,BSE,PADAMCO.BO
PADMAIND,Padmanabh Industries Limited,BSE,PADMAIND.BO
PADMALAYAT,Padmalaya Telefilms Ltd.,BSE,PADMALAYAT.BO
PAGEIND,Page Industries Limited,NSE+BSE,PAGEIND.NS
PAISALO,Paisalo Digital Limited,NSE+BSE,PAISALO.NS
PAJSON,Pajson Agro India Limited,BSE,PAJSON.BO
PAKKA,PAKKA LIMITED,NSE+BSE,PAKKA.NS
PALASHSECU,Palash Securities Limited,NSE+BSE,PALASHSECU.NS
PALCO,Palco Metals Limited,BSE,PALCO.BO
PALMJEWELS,Palm Jewels Limited,BSE,PALMJEWELS.BO
PALREDTEC,Palred Technologies Limited,NSE+BSE,PALREDTEC.NS
PANABYTE,PANABYTE TECHNOLOGIES LIMITED,BSE,PANABYTE.BO
PANACEABIO,Panacea Biotec Limited,NSE+BSE,PANACEABIO.NS
PANACHE,Panache Digilife Limited,NSE,PANACHE.NS
PANAENERG,Panasonic Energy India Co. Ltd.,BSE,PANAENERG.BO
PANAFIC,PANAFIC INDUSTRIALS LTD,BSE,PANAFIC.BO
PANAMAPET,Panama Petrochem Limited,NSE+BSE,PANAMAPET.NS
PANCARBON,Panasonic Carbon India Co.Ltd,BSE,PANCARBON.BO
PANCHMAHQ,Panchmahal Steel Ltd.,BSE,PANCHMAHQ.BO
PANCHSHEEL,Panchsheel Organic Ltd.,BSE,PANCHSHEEL.BO
PANCM,Panyam Cements & Mineral Inds. Ltd.,BSE,PANCM.BO
PANELEC,Pan Electronics India Ltd.,BSE,PANELEC.BO
PANHR,PAN HR SOLUTION LIMITED,BSE,PANHR.BO
PANIDPR,Panther Industrial Products Ltd.,BSE,PANIDPR.BO
PANINDIAC,Pan India Corporation Ltd,BSE,PANINDIAC.BO
PANJON,Panjon Ltd.,BSE,PANJON.BO
PANKAJPO,Pankaj Polymers Ltd.,BSE,PANKAJPO.BO
PANORAMA,PANORAMA STUDIOS INTERNATIONAL LIMITED,BSE,PANORAMA.BO
PANSARI,Pansari Developers Limited,NSE,PANSARI.NS
PANTH,PANTH INFINITY LIMITED,BSE,PANTH.BO
PAOS,PAOS INDUSTRIES LIMITED,BSE,PAOS.BO
PAR,Par Drugs And Chemicals Limited,NSE,PAR.NS
PARACABLES,Paramount Communications Limited,NSE+BSE,PARACABLES.NS
PARADEEP,Paradeep Phosphates Limited,NSE+BSE,PARADEEP.NS
PARAGMILK,Parag Milk Foods Limited,NSE+BSE,PARAGMILK.NS
PARAGONF,Paragon Finance Ltd.,BSE,PARAGONF.BO
PARAS,Paras Defence and Space Technologies Limited,NSE+BSE,PARAS.NS
PARASPETRO,Paras Petrofils Limited,NSE+BSE,PARASPETRO.NS
PARKERAC,Parker Agro Chem Export Ltd.,BSE,PARKERAC.BO
PARKHOSPS,Park Medi World Limited,NSE+BSE,PARKHOSPS.NS
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,NSE+BSE,PARKHOTELS.NS
PARLEIND,PARLE INDUSTRIES LIMITED,BSE,PARLEIND.BO
PARMAX,Parmax Pharma Limited,BSE,PARMAX.BO
PARMCOS-B,Paramount Cosmetics (India) Ltd,BSE,PARMCOS-B.BO
PARMESHWAR,PARMESHWAR METAL LIMITED,BSE,PARMESHWAR.BO
PARMSILK,PARMESHWARI SILK MILLS LIMITED,BSE,PARMSILK.BO
PARNAXLAB,Parnax Lab Limited,BSE,PARNAXLAB.BO
PARSHVA,Parshva Enterprises Limited,BSE,PARSHVA.BO
PARSHWANA,Parshwanath Corporation Limited,BSE,PARSHWANA.BO
PARSVNATH,Parsvnath Developers Limited,NSE+BSE,PARSVNATH.NS
PARVATI,Parvati Sweetners and Power Ltd.,BSE,PARVATI.BO
PASARI,Pasari Spinning Mills Ltd.,BSE,PASARI.BO
PASHUPATI,Pashupati Cotspin Limited,NSE+BSE,PASHUPATI.NS
PASUPTAC,Pasupati Acrylon Limited,NSE+BSE,PASUPTAC.NS
PASUSPG,Pasupati Spg. & Wvg. Mills Ltd.,BSE,PASUSPG.BO
PATANJALI,Patanjali Foods Limited,NSE+BSE,PATANJALI.NS
PATELCHEM,PATEL CHEM SPECIALITIES LIMITED,BSE,PATELCHEM.BO
PATELENG,Patel Engineering Limited,NSE+BSE,PATELENG.NS
PATELRMART,Patel Retail Limited,NSE+BSE,PATELRMART.NS
PATELSAI,Patels Airtemp (I) Ltd.,BSE,PATELSAI.BO
PATIDAR,Patidar Buildcon Limited,BSE,PATIDAR.BO
PATINTLOG,Patel Integrated Logistics Limited,NSE+BSE,PATINTLOG.NS
PATRON,Patron Exim Limited,BSE,PATRON.BO
PATSPINLTD,Patspin India Ltd.,BSE,PATSPINLTD.BO
PAUSHAKLTD,Paushak Limited,NSE+BSE,PAUSHAKLTD.NS
PAVNAIND,Pavna Industries Limited,NSE+BSE,PAVNAIND.NS
PAYTM,One 97 Communications Limited,NSE+BSE,PAYTM.NS
PBAINFRA,PBA INFRASTRUCTURE LTD.,BSE,PBAINFRA.BO
PBFL,P. B. Films Limited,BSE,PBFL.BO
PBGLOBAL,PB Global Limited,BSE,PBGLOBAL.BO
PBMPOLY,P.B.M. Polytex Ltd.,BSE,PBMPOLY.BO
PCBL,PCBL Chemical Limited,NSE+BSE,PCBL.NS
PCCOSMA,Pee Cee Cosma Sope Ltd.,BSE,PCCOSMA.BO
PCJEWELLER,PC Jeweller Limited,NSE+BSE,PCJEWELLER.NS
PCL,PROSPECT CONSUMER PRODUCTS LIMITED,BSE,PCL.BO
PCS,PCS Technology Ltd.,BSE,PCS.BO
PDMJEPAPER,Pudumjee Paper Products Limited,NSE+BSE,PDMJEPAPER.NS
PDSL,PDS Limited,NSE+BSE,PDSL.NS
PEARLPOLY,Pearl Polymers Limited,NSE+BSE,PEARLPOLY.NS
PECOS,PECOS Hotels And Pubs Limited,BSE,PECOS.BO
PEETISEC,Peeti Securities Ltd.,BSE,PEETISEC.BO
PEIL,Premier Energy and Infrastructure  Limited,BSE,PEIL.BO
PENIND,Pennar Industries Limited,NSE+BSE,PENIND.NS
PENINLAND,Peninsula Land Limited,NSE+BSE,PENINLAND.NS
PERFEPA,Perfectpac Limited,BSE,PERFEPA.BO
PERMAGN,Permanent Magnets Ltd.,BSE,PERMAGN.BO
PERSISTENT,Persistent Systems Limited,NSE+BSE,PERSISTENT.NS
PERVASIVE,Pervasive Commodities Limited,BSE,PERVASIVE.BO
PESB,Pune E - Stock Broking Limited,BSE,PESB.BO
PETPLST,Pet Plastics Ltd.,BSE,PETPLST.BO
PETRONET,Petronet LNG Limited,NSE+BSE,PETRONET.NS
PFC,Power Finance Corporation Limited,NSE+BSE,PFC.NS
PFIZER,Pfizer Limited,NSE+BSE,PFIZER.NS
PFL,POPULAR FOUNDATIONS LIMITED,BSE,PFL.BO
PFLINFOTC,PFL Infotech Ltd.,BSE,PFLINFOTC.BO
PFOCUS,Prime Focus Limited,NSE+BSE,PFOCUS.NS
PFS,PTC India Financial Services Limited,NSE+BSE,PFS.NS
PGCRL,Pearl Green Clubs and Resorts Limited,BSE,PGCRL.BO
PGEL,PG Electroplast Limited,NSE+BSE,PGEL.NS
PGFOILQ,P.G.Foils Ltd.,BSE,PGFOILQ.BO
PGHH,Procter & Gamble Hygiene and Health Care Limited,NSE+BSE,PGHH.NS
PGHL,Procter & Gamble Health Limited,NSE+BSE,PGHL.NS
PGIL,Pearl Global Industries Limited,NSE+BSE,PGIL.NS
PHARMABEES,Nippon India Mutual Fund - Permitted,BSE,PHARMABEES.BO
PHARMAID,Pharmaids Pharmaceuticals Ltd.,BSE,PHARMAID.BO
PHCAP,P.H. Capital Ltd.,BSE,PHCAP.BO
PHOENIXLTD,The Phoenix Mills Limited,NSE+BSE,PHOENIXLTD.NS
PHOENXINTL,Phoenix International Ltd.,BSE,PHOENXINTL.BO
PHOSPHATE,The Phosphate Company Limited,BSE,PHOSPHATE.BO
PHOTOQUP,Photoquip India Ltd.,BSE,PHOTOQUP.BO
PHRMASI,Phaarmasia Limited.,BSE,PHRMASI.BO
PHYTO,Phyto Chem (India) Ltd.,BSE,PHYTO.BO
PICCADIL,Piccadily Agro Industries Limited,NSE+BSE,PICCADIL.NS
PICCASUG,Piccadily Sugar  & Allied Ltd.,BSE,PICCASUG.BO
PICTUREHS,Picturehouse Media Limited,BSE,PICTUREHS.BO
PIDILITIND,Pidilite Industries Limited,NSE+BSE,PIDILITIND.NS
PIGL,Power & Instrumentation (Gujarat) Limited,NSE+BSE,PIGL.NS
PIIND,PI Industries Limited,NSE+BSE,PIIND.NS
PILANIINVS,Pilani Investment and Industries Corporation Limited,NSE+BSE,PILANIINVS.NS
PILITA,PIL ITALICA LIFESTYLE LIMITED,NSE+BSE,PILITA.NS
PINELABS,Pine Labs Limited,NSE+BSE,PINELABS.NS
PIONEEREMB,Pioneer Embroideries Limited,NSE+BSE,PIONEEREMB.NS
PIONRINV,Pioneer Investcorp Limited,NSE+BSE,PIONRINV.NS
PIOTEX,PIOTEX INDUSTRIES LIMITED,BSE,PIOTEX.BO
PIRAMALFIN,Piramal Finance Limited,NSE+BSE,PIRAMALFIN.NS
PITTIENG,Pitti Engineering Limited,NSE+BSE,PITTIENG.NS
PIXTRANS,Pix Transmissions Limited,NSE+BSE,PIXTRANS.NS
PJL,Patdiam Jewellery Limited,BSE,PJL.BO
PKTEA,The Peria Karamalai Tea & Produce Company Limited,NSE,PKTEA.NS
PLASTIBLEN,Plastiblends India Limited,NSE+BSE,PLASTIBLEN.NS
PLATIND,Platinum Industries Limited,NSE+BSE,PLATIND.NS
PLAZACABLE,Plaza Wires Limited,NSE+BSE,PLAZACABLE.NS
PMCFIN,PMC Fincorp Limited,BSE,PMCFIN.BO
PML,Paul Merchants Limited,NSE+BSE,PML.NS
PNB,Punjab National Bank,NSE+BSE,PNB.NS
PNBGILTS,PNB Gilts Limited,NSE+BSE,PNBGILTS.NS
PNBHOUSING,PNB Housing Finance Limited,NSE+BSE,PNBHOUSING.NS
PNC,Pritish Nandy Communications Limited,NSE+BSE,PNC.NS
PNCINFRA,PNC Infratech Limited,NSE+BSE,PNCINFRA.NS
PNGJL,P N Gadgil Jewellers Limited,NSE+BSE,PNGJL.NS
PNGSREVA,PNGS Reva Diamond Jewellery Limited,NSE+BSE,PNGSREVA.NS
PNTKYOR,Pentokey Organy (India) Ltd.,BSE,PNTKYOR.BO
POBS,PlatinumOne Business Services Limited,BSE,POBS.BO
POCL,Pondy Oxides & Chemicals Limited,NSE+BSE,POCL.NS
PODDARMENT,Poddar Pigments Limited,NSE+BSE,PODDARMENT.NS
POEL,POCL ENTERPRISES LTD,BSE,POEL.BO
POKARNA,Pokarna Limited,NSE+BSE,POKARNA.NS
POLICYBZR,PB Fintech Limited,NSE+BSE,POLICYBZR.NS
POLSON,Polson Ltd.,BSE,POLSON.BO
POLYCAB,Polycab India Limited,NSE+BSE,POLYCAB.NS
POLYCHEM,Polychem Ltd,BSE,POLYCHEM.BO
POLYCHMP,Polymechplast Machines Ltd.,BSE,POLYCHMP.BO
POLYCON,Polycon International Ltd.,BSE,POLYCON.BO
POLYLINK,Polylink Polymers (india) Ltd.,BSE,POLYLINK.BO
POLYMAC,Polymac Thermoformers Limited,BSE,POLYMAC.BO
POLYMED,Poly Medicure Limited,NSE+BSE,POLYMED.NS
POLYPLEX,Polyplex Corporation Limited,NSE+BSE,POLYPLEX.NS
POLYSPIN,POLYSPIN EXPORTS LIMITED,BSE,POLYSPIN.BO
PONNIERODE,Ponni Sugars (Erode) Limited,NSE+BSE,PONNIERODE.NS
POOJA,Poojawestern Metaliks Limited,BSE,POOJA.BO
POOJAENT,VASHU BHAGNANI INDUSTRIES LIMITED,BSE,POOJAENT.BO
POONADAL,Poona Dal And Oil Industries Ltd.,BSE,POONADAL.BO
POONAWALLA,Poonawalla Fincorp Limited,NSE+BSE,POONAWALLA.NS
POPULARES,Popular Estate Management Ltd,BSE,POPULARES.BO
PORWAL,PORWAL AUTO COMPONENTS LIMITED,BSE,PORWAL.BO
POWERGRID,Power Grid Corporation of India Limited,NSE+BSE,POWERGRID.NS
POWERICA,Powerica Limited,NSE+BSE,POWERICA.NS
POWERINDIA,Hitachi Energy India Limited,NSE+BSE,POWERINDIA.NS
POWERMECH,Power Mech Projects Limited,NSE+BSE,POWERMECH.NS
PPAP,PPAP Automotive Limited,NSE+BSE,PPAP.NS
PPARIVAH,PARADEEP PARIVAHAN LIMITED,BSE,PPARIVAH.BO
PPL,Prakash Pipes Limited,NSE+BSE,PPL.NS
PPLPHARMA,Piramal Pharma Limited,NSE+BSE,PPLPHARMA.NS
PQIF,Polo Queen Industrial and Fintech Limited,BSE,PQIF.BO
PRABHA,Prabha Energy Limited,NSE+BSE,PRABHA.NS
PRABHAPP,Prabha Energy Limited,BSE,PRABHAPP.BO
PRABHHANS,PRABHHANS INDUSTRIES LIMITED,BSE,PRABHHANS.BO
PRADPME,Pradeep Metals Limited,NSE+BSE,PRADPME.NS
PRAENG,Prajay Engineers Syndicate Limited,NSE+BSE,PRAENG.NS
PRAGBOS,Prag Bosimi Synthetics Ltd.,BSE,PRAGBOS.BO
PRAJIND,Praj Industries Limited,NSE+BSE,PRAJIND.NS
PRAKASH,Prakash Industries Limited,NSE+BSE,PRAKASH.NS
PRAKASHSTL,Prakash Steelage Limited,NSE+BSE,PRAKASHSTL.NS
PRARUH,PRARUH TECHNOLOGIES LIMITED,BSE,PRARUH.BO
PRATIK,Pratik Panels Ltd.,BSE,PRATIK.BO
PRATIKSH,Pratiksha Chemicals Ltd.,BSE,PRATIKSH.BO
PRAVEG,Praveg Limited,NSE+BSE,PRAVEG.NS
PRAXIS,Praxis Home Retail Limited,NSE+BSE,PRAXIS.NS
PRECAM,Precision Camshafts Limited,NSE+BSE,PRECAM.NS
PRECISIO,Precision Electronics Ltd.,BSE,PRECISIO.BO
PRECOT,Precot Limited,NSE,PRECOT.NS
PRECWIRE,Precision Wires India Limited,NSE+BSE,PRECWIRE.NS
PREMCAP,Premier Capital Services Ltd.,BSE,PREMCAP.BO
PREMCO,Premco Global Limited,NSE+BSE,PREMCO.NS
PREMEXPLN,Premier Explosives Limited,NSE+BSE,PREMEXPLN.NS
PREMIER,Premier Limited,NSE+BSE,PREMIER.NS
PREMIERENE,Premier Energies Limited,NSE+BSE,PREMIERENE.NS
PREMIERPOL,Premier Polyfilm Limited,NSE+BSE,PREMIERPOL.NS
PREMSYN,Premier Synthetics Ltd.,BSE,PREMSYN.BO
PRERINFRA,Prerna Infrabuild Limited,BSE,PRERINFRA.BO
PRESTIGE,Prestige Estates Projects Limited,NSE+BSE,PRESTIGE.NS
PREVEST,Prevest Denpro Limited,BSE,PREVEST.BO
PRICOLLTD,Pricol Limited,NSE+BSE,PRICOLLTD.NS
PRIMAGR,Prima Agro Ltd.,BSE,PRIMAGR.BO
PRIMAIN,Prima Industries Ltd.,BSE,PRIMAIN.BO
PRIMAPLA,Prima Plastics Ltd.,BSE,PRIMAPLA.BO
PRIMECAPM,Prime Capital Market Limited,BSE,PRIMECAPM.BO
PRIMEFRESH,PRIME FRESH LIMITED,BSE,PRIMEFRESH.BO
PRIMEPRO,Prime Property Development Corporation Ltd.,BSE,PRIMEPRO.BO
PRIMESECU,Prime Securities Limited,NSE+BSE,PRIMESECU.NS
PRIMEURB,Prime Urban Development India Ltd,BSE,PRIMEURB.BO
PRIMIND,Prime Industries Ltd.,BSE,PRIMIND.BO
PRIMO,Primo Chemicals Limited,NSE+BSE,PRIMO.NS
PRINCEPIPE,Prince Pipes And Fittings Limited,NSE+BSE,PRINCEPIPE.NS
PRISMFN,Prism Finance Ltd.,BSE,PRISMFN.BO
PRISMMEDI,Prism Medico and Pharmacy Ltd.,BSE,PRISMMEDI.BO
PRISMX,PRISMX GLOBAL VENTURES LIMITED,BSE,PRISMX.BO
PRITHVIEXCH,Prithvi Exchange (India) Limited,BSE,PRITHVIEXCH.BO
PRITI,Priti International Limited,NSE,PRITI.NS
PRITIKAUTO,Pritika Auto Industries Limited,NSE+BSE,PRITIKAUTO.NS
PRIVISCL,Privi Speciality Chemicals Limited,NSE+BSE,PRIVISCL.NS
PRIYALT,Priya Limited.,BSE,PRIYALT.BO
PROCLB,PRO CLB GLOBAL LIMITED,BSE,PROCLB.BO
PRODOCS,PRODOCS SOLUTIONS LIMITED,BSE,PRODOCS.BO
PROFINC,Pro Fin Capital Services Ltd,BSE,PROFINC.BO
PROMACT,Promact Plastics Limited,BSE,PROMACT.BO
PROMAX,Promax Power Limited,BSE,PROMAX.BO
PROSTARM,Prostarm Info Systems Limited,NSE+BSE,PROSTARM.NS
PROTEAN,Protean eGov Technologies Limited,NSE+BSE,PROTEAN.NS
PROZONER,Prozone Realty Limited,NSE+BSE,PROZONER.NS
PRSMJOHNSN,Prism Johnson Limited,NSE+BSE,PRSMJOHNSN.NS
PRSNTIN,Prashant India Ltd,BSE,PRSNTIN.BO
PRUDENT,Prudent Corporate Advisory Services Limited,NSE+BSE,PRUDENT.NS
PRUDMOULI,Prudential Sugar Corporation Limited,NSE+BSE,PRUDMOULI.NS
PSB,Punjab & Sind Bank,NSE+BSE,PSB.NS
PSITINFRA,PS IT Infrastructure & Services Limited,BSE,PSITINFRA.BO
PSPL,PDP Shipping & Projects Limited,BSE,PSPL.BO
PSPPROJECT,PSP Projects Limited,NSE+BSE,PSPPROJECT.NS
PSUBANK,Kotak Mahindra Mutual Fund - Permitted,BSE,PSUBANK.BO
PSUBANKADD,DSP Mutual Fund,BSE,PSUBANKADD.BO
PSUBNKBEES,Reliance Mutual Fund-Permitted,BSE,PSUBNKBEES.BO
PSUBNKIETF,ICICI Prudential Mutual Fund,BSE,PSUBNKIETF.BO
PTC,PTC India Limited,NSE+BSE,PTC.NS
PTCIL,PTC Industries Limited,NSE+BSE,PTCIL.NS
PTL,PTL Enterprises Limited,NSE+BSE,PTL.NS
PULSRIN,Pulsar International Limited,BSE,PULSRIN.BO
PUNCTRD,Punctual Trading Ltd.,BSE,PUNCTRD.BO
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,NSE+BSE,PUNJABCHEM.NS
PUNJCOMMU,Punjab Communications Limited,BSE,PUNJCOMMU.BO
