symbol,name,exchange,yf_symbol
MCLTD,MUNOTH COMMUNICATION LIMITED,BSE,MCLTD.BO
MCPL,Manoj Ceramic Limited,BSE,MCPL.BO
MCX,Multi Commodity Exchange of India Limited,NSE+BSE,MCX.NS
MDRC,MODERN DIAGNOSTIC & RESEARCH CENTRE LIMITED,BSE,MDRC.BO
MDRNSTL,Modern Steels Limited,BSE,MDRNSTL.BO
MEAPL,MODERN ENGINEERING AND PROJECTS LIMITED,BSE,MEAPL.BO
MEDANTA,Global Health Limited,NSE+BSE,MEDANTA.NS
MEDIAONE,Mediaone Global Entertainment Limited,BSE,MEDIAONE.BO
MEDIASSIST,Medi Assist Healthcare Services Limited,NSE+BSE,MEDIASSIST.NS
MEDICAMEQ,Medicamen Biotech Limited,NSE+BSE,MEDICAMEQ.NS
MEDICAPQ,Medi-Caps Ltd.,BSE,MEDICAPQ.BO
MEDICO,Medico Remedies Limited,NSE+BSE,MEDICO.NS
MEDPLUS,Medplus Health Services Limited,NSE+BSE,MEDPLUS.NS
MEENST,Meenakshi Steel Industries Ltd.,BSE,MEENST.BO
MEERA,Meera Industries Limited,BSE,MEERA.BO
MEESHO,Meesho Limited,NSE+BSE,MEESHO.NS
MEFCOMCAP,Mefcom Capital Markets Ltd.,BSE,MEFCOMCAP.BO
MEGACOR,Mega Corporation Ltd,BSE,MEGACOR.BO
MEGASTAR,Megastar Foods Limited,NSE+BSE,MEGASTAR.NS
MEGRISOFT,Megri Soft Limited,BSE,MEGRISOFT.BO
MEHAI,Mehai Technology  Limited,BSE,MEHAI.BO
MEHIF,Mehta Integrated Finance Ltd.,BSE,MEHIF.BO
MEHSECU,Mehta Securities Ltd.,BSE,MEHSECU.BO
MEHUL,MEHUL COLOURS LIMITED,BSE,MEHUL.BO
MEIL,Mangal Electrical Industries Limited,NSE+BSE,MEIL.NS
MENNPIS,Menon Pistons Limited,NSE+BSE,MENNPIS.NS
MENONBE,Menon Bearings Limited,NSE+BSE,MENONBE.NS
MEP,MEP Infrastructure Developers Limited,NSE+BSE,MEP.NS
MERCANTILE,Mercantile Ventures Limited,NSE+BSE,MERCANTILE.NS
MERCTRD,Mercury Trade Links Ltd.,BSE,MERCTRD.BO
MERCURYEV,MERCURY EV-TECH LIMITED,BSE,MERCURYEV.BO
MERCURYLAB,Mercury Laboratories Limited,BSE,MERCURYLAB.BO
META,STRING METAVERSE LIMITED,BSE,META.BO
METAINFO,META INFOTECH LIMITED,BSE,METAINFO.BO
METAL,Mirae Asset Mutual Fund,BSE,METAL.BO
METALCO,Metal Coatings (India) Ltd.,BSE,METALCO.BO
METALIETF,ICICI Prudential Mutual Fund,BSE,METALIETF.BO
METHODHUB,Methodhub Software Limited,BSE,METHODHUB.BO
METROBRAND,Metro Brands Limited,NSE+BSE,METROBRAND.NS
METROGLOBL,Metroglobal Limited,NSE+BSE,METROGLOBL.NS
METROPOLIS,Metropolis Healthcare Limited,NSE+BSE,METROPOLIS.NS
METSL,MAESTROS ELECTRONICS & TELECOMMUNICATIONS SYSTEMS LTD,BSE,METSL.BO
MFLINDIA,MFL India Ltd,BSE,MFLINDIA.BO
MFML,Mahalaxmi Fabric Mills Limited,NSE+BSE,MFML.NS
MFSINTRCRP,MFS Intercorp Limited,BSE,MFSINTRCRP.BO
MFSL,Max Financial Services Limited,NSE+BSE,MFSL.NS
MGEL,Mangalam Global Enterprise Limited,NSE+BSE,MGEL.NS
MGIL,MARUTI GLOBAL INDUSTRIES LIMITED,BSE,MGIL.BO
MGL,Mahanagar Gas Limited,NSE+BSE,MGL.NS
MHEL,Mewar Hi-Tech Engineering Limited,BSE,MHEL.BO
MHLSDD,SBI Mutual Fund,BSE,MHLSDD.BO
MHLSDDR,SBI Mutual Fund,BSE,MHLSDDR.BO
MHLSDG,SBI Mutual Fund,BSE,MHLSDG.BO
MHLSRD,SBI Mutual Fund,BSE,MHLSRD.BO
MHLSRDR,SBI Mutual Fund,BSE,MHLSRDR.BO
MHLSRG,SBI Mutual Fund,BSE,MHLSRG.BO
MHLXMIRU,Mahalaxmi Rubtech Limited,NSE+BSE,MHLXMIRU.NS
MHRIL,Mahindra Holidays & Resorts India Limited,NSE+BSE,MHRIL.NS
MHSGRMS,Mahasagar Travels Ltd.,BSE,MHSGRMS.BO
MICEL,MIC Electronics Limited,NSE+BSE,MICEL.NS
MICROSE,Microse India Limited,BSE,MICROSE.BO
MID150BEES,Nippon India Mutual Fund - Permitted,BSE,MID150BEES.BO
MID150CASE,Zerodha Mutual Fund,BSE,MID150CASE.BO
MIDCAPADD,DSP Mutual Fund,BSE,MIDCAPADD.BO
MIDCAPBETA,UTI Mutual Fund,BSE,MIDCAPBETA.BO
MIDCAPETF,Mirae Asset Mutual Fund,BSE,MIDCAPETF.BO
MIDCAPIETF,ICICI Prudential Mutual Fund,BSE,MIDCAPIETF.BO
MIDEASTP,Mid East Portfolio Management Ltd.,BSE,MIDEASTP.BO
MIDHANI,Mishra Dhatu Nigam Limited,NSE+BSE,MIDHANI.NS
MIDINDIA,Mid India Industries Limited,BSE,MIDINDIA.BO
MIDPOLY,Midland Polymers Ltd.,BSE,MIDPOLY.BO
MIDQ50ADD,DSP Mutual Fund,BSE,MIDQ50ADD.BO
MIDSELIETF,ICICI Prudential Mutual Fund,BSE,MIDSELIETF.BO
MIDSMALL,Mirae Asset Mutual Fund,BSE,MIDSMALL.BO
MIDWEST,Midwest Gold Ltd,BSE,MIDWEST.BO
MIDWESTLTD,Midwest Limited,NSE+BSE,MIDWESTLTD.NS
MIHIKA,Mihika Industries Ltd.,BSE,MIHIKA.BO
MIIL,Meghna Infracon Infrastructure Limited,BSE,MIIL.BO
MIL,Medico Intercontinental Limited,BSE,MIL.BO
MILEFUR,Milestone Furniture Limited,BSE,MILEFUR.BO
MILESTONE,Milestone Global Limited,BSE,MILESTONE.BO
MILLENNIUM,Millennium Online Solutions (India) Ltd,BSE,MILLENNIUM.BO
MINALIND,Minal Industries Limited,BSE,MINALIND.BO
MINAXI,Minaxi Textiles Ltd.,BSE,MINAXI.BO
MINDACORP,Minda Corporation Limited,NSE+BSE,MINDACORP.NS
MINDTECK,Mindteck (India) Limited,NSE+BSE,MINDTECK.NS
MINID,Mini Diamonds (India) Ltd.,BSE,MINID.BO
MIRCELECTR,MIRC Electronics Limited,NSE+BSE,MIRCELECTR.NS
MIRZAINT,Mirza International Limited,NSE+BSE,MIRZAINT.NS
MISHDESIGN,Mish Designs Limited,BSE,MISHDESIGN.BO
MISHKA,Mishka Exim Limited,BSE,MISHKA.BO
MISHTANN,Mishtann Foods Limited,BSE,MISHTANN.BO
MISQUITA,Misquita Engineering Limited,BSE,MISQUITA.BO
MITCON,MITCON Consultancy & Engineering Services Limited,NSE,MITCON.NS
MITSHI,Mitshi India Limited,BSE,MITSHI.BO
MITSU,Mitsu Chem Plast Limited,BSE,MITSU.BO
MITTAL,Mittal Life Style Limited,NSE,MITTAL.NS
MITTALSTL,Mittal Sections Limited,BSE,MITTALSTL.BO
MIVENMACH,Miven Machine Tools Ltd.,BSE,MIVENMACH.BO
MIZVEN,MIZZEN VENTURES LIMITED,BSE,MIZVEN.BO
MKEXIM,M. K. Exim (India) Ltd.,BSE,MKEXIM.BO
MKPL,M K Proteins Limited,NSE+BSE,MKPL.NS
MKPMOB,MKP Mobility Limited,BSE,MKPMOB.BO
MKTCREAT,Market Creators Ltd.,BSE,MKTCREAT.BO
MKVENTURES,MKVENTURES CAPITAL LIMITED,BSE,MKVENTURES.BO
MLINDLTD,M LAKHAMSI INDUSTRIES LIMITED,BSE,MLINDLTD.BO
MLKFOOD,Milkfood Ltd.,BSE,MLKFOOD.BO
MMFL,MM Forgings Limited,NSE+BSE,MMFL.NS
MMLF,Money Masters Leasing & Finance Limited,BSE,MMLF.BO
MMP,MMP Industries Limited,NSE,MMP.NS
MMRUBBR-B,M.M. Rubber Company Ltd.,BSE,MMRUBBR-B.BO
MMTC,MMTC Limited,NSE+BSE,MMTC.NS
MMWL,Media Matrix Worldwide Limited,NSE+BSE,MMWL.NS
MNFL,Mother Nutri Foods Limited,BSE,MNFL.BO
MNIL,Mega Nirman & Industries Limited,BSE,MNIL.BO
MNPLFIN,Manipal Finance Corporation Ltd.,BSE,MNPLFIN.BO
MOBAVENUE,Mobavenue AI Tech Limited,BSE,MOBAVENUE.BO
MOBIKWIK,One Mobikwik Systems Limited,NSE+BSE,MOBIKWIK.NS
MOCAPITAL,Motilal Oswal Mutual Fund-Permitted,BSE,MOCAPITAL.BO
MODAIRY,Modern Dairies Ltd.,BSE,MODAIRY.BO
MODEFENCE,Motilal Oswal Mutual Fund-Permitted,BSE,MODEFENCE.BO
MODINATUR,Modi Naturals Limited,NSE+BSE,MODINATUR.NS
MODINSU,Modern Insulators Ltd.,BSE,MODINSU.BO
MODIPON,Modipon Ltd.,BSE,MODIPON.BO
MODIRUBBER,Modi Rubber Limited,NSE+BSE,MODIRUBBER.NS
MODIS,Modis Navnirman Limited,NSE+BSE,MODIS.NS
MODISONLTD,MODISON LIMITED,NSE+BSE,MODISONLTD.NS
MODMA,Modern Malleables Limited,BSE,MODMA.BO
MODRNSH,Modern Shares and Stockbrokers Ltd.,BSE,MODRNSH.BO
MODTHREAD,Modern Threads (India) Limited,NSE+BSE,MODTHREAD.NS
MODULEX,MODULEX CONSTRUCTION TECHNOLOGIES LIMITED,BSE,MODULEX.BO
MODWOOL,Modella Woollens Ltd.,BSE,MODWOOL.BO
MOHEALTH,Motilal Oswal Mutual Fund,BSE,MOHEALTH.BO
MOHITE,Mohite Industries Limited,BSE,MOHITE.BO
MOHITIND,Mohit Industries Limited,NSE+BSE,MOHITIND.NS
MOHITPPR,Mohit Paper Mills Ltd.,BSE,MOHITPPR.BO
MOIL,MOIL Limited,NSE+BSE,MOIL.NS
MOKSH,Moksh Ornaments Limited,NSE,MOKSH.NS
MOL,Meghmani Organics Limited,NSE+BSE,MOL.NS
MOLDTECH,Mold-Tek Technologies Limited,NSE+BSE,MOLDTECH.NS
MOLDTKPAC,Mold-Tek Packaging Limited,NSE+BSE,MOLDTKPAC.NS
MOLOWVOL,Motilal Oswal Mutual Fund,BSE,MOLOWVOL.BO
MOM100,Motilal Oswal Mutual Fund,BSE,MOM100.BO
MOM30IETF,ICICI Prudential Mutual Fund,BSE,MOM30IETF.BO
MOM50,Motilal Oswal Mutual Fund-Permitted,BSE,MOM50.BO
MOMENTUM,Aditya Birla Sun Life Mutual Fund,BSE,MOMENTUM.BO
MOMENTUM50,Motilal Oswal Mutual Fund-Permitted,BSE,MOMENTUM50.BO
MOMOMENTUM,Motilal Oswal Mutual Fund,BSE,MOMOMENTUM.BO
MONARCH,Monarch Networth Capital Limited,NSE+BSE,MONARCH.NS
MONEYBOXX,Moneyboxx Finance Limited,NSE+BSE,MONEYBOXX.NS
MONGIPA,Moongipa Capital Finance Ltd.,BSE,MONGIPA.BO
MONIFTY500,Motilal Oswal Mutual Fund-Permitted,BSE,MONIFTY500.BO
MONIKA,MONIKA ALCOBEV LIMITED,BSE,MONIKA.BO
MONIND,MONIND LIMITED,BSE,MONIND.BO
MONOT,Monotype India Ltd.,BSE,MONOT.BO
MONQ50,Motilal Oswal Mutual Fund,BSE,MONQ50.BO
MONTECARLO,Monte Carlo Fashions Limited,NSE+BSE,MONTECARLO.NS
MOQUALITY,Motilal Oswal Mutual Fund,BSE,MOQUALITY.BO
MORARKFI,Morarka Finance Ltd.,BSE,MORARKFI.BO
MOREALTY,Motilal Oswal Mutual Fund-Permitted,BSE,MOREALTY.BO
MOREPENLAB,Morepen Laboratories Limited,NSE+BSE,MOREPENLAB.NS
MORGAN,Morgan Ventures Ltd.,BSE,MORGAN.BO
MOSCHIP,Moschip Technologies Limited,NSE+BSE,MOSCHIP.NS
MOSMALL250,Motilal Oswal Mutual Fund-Permitted,BSE,MOSMALL250.BO
MOTHERSON,Samvardhana Motherson International Limited,NSE+BSE,MOTHERSON.NS
MOTILALOFS,Motilal Oswal Financial Services Limited,NSE+BSE,MOTILALOFS.NS
MOTISONS,Motisons Jewellers Limited,NSE+BSE,MOTISONS.NS
MOTOGENFIN,The Motor & General Finance Limited,NSE+BSE,MOTOGENFIN.NS
MOUNT,MOUNT HOUSING AND INFRASTRUCTURE LIMITED,BSE,MOUNT.BO
MOVALUE,Motilal Oswal Mutual Fund,BSE,MOVALUE.BO
MPAGI,M.P. Agro Industries Ltd.,BSE,MPAGI.BO
MPDL,MPDL LIMITED,BSE,MPDL.BO
MPFSL,MPF Systems Limited,BSE,MPFSL.BO
MPHASIS,MphasiS Limited,NSE+BSE,MPHASIS.NS
MPILCORPL,MPIL CORPORATION LIMITED,BSE,MPILCORPL.BO
MPKSTEELS,M P K STEELS (I) LIMITED,BSE,MPKSTEELS.BO
MPL,MPL Plastics Limited,BSE,MPL.BO
MPSLTD,MPS Limited,NSE+BSE,MPSLTD.NS
MRCAGRO,MRC AGROTECH LIMITED,BSE,MRCAGRO.BO
MRF,MRF Limited,NSE+BSE,MRF.NS
MRP,MRP Agro Limited,BSE,MRP.BO
MRPL,Mangalore Refinery and Petrochemicals Limited,NSE+BSE,MRPL.NS
MRUTR,Mrugesh Trading Ltd.,BSE,MRUTR.BO
MSAFE,Msafe Equipments Limited,BSE,MSAFE.BO
MSCIADD,DSP Mutual Fund,BSE,MSCIADD.BO
MSCTC,Mardia Samyoung Capillary Tubes Co.,BSE,MSCTC.BO
MSECL,Monarch Surveyors and Engineering Consultants Limited,BSE,MSECL.BO
MSL,Mangalam Seeds Limited,BSE,MSL.BO
MSPL,MSP Steel & Power Limited,NSE+BSE,MSPL.NS
MSRINDIA,MSR India Limited,BSE,MSRINDIA.BO
MSTCLTD,Mstc Limited,NSE+BSE,MSTCLTD.NS
MSUMI,Motherson Sumi Wiring India Limited,NSE+BSE,MSUMI.NS
MTARTECH,Mtar Technologies Limited,NSE+BSE,MTARTECH.NS
MTEDUCARE,MT Educare Limited,NSE+BSE,MTEDUCARE.NS
MTL,MEHUL TELECOM LIMITED,BSE,MTL.BO
MTNL,Mahanagar Telephone Nigam Limited,NSE+BSE,MTNL.NS
MTPL,MARG TECHNO PROJECTS LIMITED,BSE,MTPL.BO
MUDRA,Mudra Financial Services Ltd.,BSE,MUDRA.BO
MUDUNURU,Mudunuru Limited,BSE,MUDUNURU.BO
MUFIN,Mufin Green Finance Limited,NSE+BSE,MUFIN.NS
MUFTI,Credo Brands Marketing Limited,NSE+BSE,MUFTI.NS
MUKANDLTD,Mukand Limited,NSE+BSE,MUKANDLTD.NS
MUKATPIP,Mukat Pipes Limited,BSE,MUKATPIP.BO
MUKESHB,Mukesh Babu Financial Services Ltd.,BSE,MUKESHB.BO
MUKKA,Mukka Proteins Limited,NSE+BSE,MUKKA.NS
MUKTA,Mukta Agriculture Limited,BSE,MUKTA.BO
MUKTAARTS,Mukta Arts Limited,NSE+BSE,MUKTAARTS.NS
MUL,MAURIA UDYOG LIMITED,BSE,MUL.BO
MULLER,Muller & Phipps (India) Ltd.,BSE,MULLER.BO
MULTIBASE,Multibase India Ltd,BSE,MULTIBASE.BO
MULTICAP,Mirae Asset Mutual Fund,BSE,MULTICAP.BO
MULTIIN,Multiplus Holdings Ltd.,BSE,MULTIIN.BO
MUNCAPM,Munoth Capital Market Ltd,BSE,MUNCAPM.BO
MUNJALAU,Munjal Auto Industries Limited,NSE+BSE,MUNJALAU.NS
MUNJALSHOW,Munjal Showa Limited,NSE+BSE,MUNJALSHOW.NS
MUNOTHFI,Munoth Financial Services Ltd.,BSE,MUNOTHFI.BO
MURUDCERA,Murudeshwar Ceramics Limited,NSE+BSE,MURUDCERA.NS
MUTHOOTCAP,Muthoot Capital Services Limited,NSE+BSE,MUTHOOTCAP.NS
MUTHOOTFIN,Muthoot Finance Limited,NSE+BSE,MUTHOOTFIN.NS
MUTHOOTMF,Muthoot Microfin Limited,NSE+BSE,MUTHOOTMF.NS
MVGJL,Manoj Vaibhav Gems N Jewellers Limited,NSE+BSE,MVGJL.NS
MWL,Mangalam Worldwide Limited,NSE,MWL.NS
MYMONEY,My Money Securities Ltd.,BSE,MYMONEY.BO
MYSORPETRO,Mysore Petro Chemicals Ltd.,BSE,MYSORPETRO.BO
MYSTICELE,Mystic Electronics Limited,BSE,MYSTICELE.BO
NACDAC,NACDAC Infrastructure Limited,BSE,NACDAC.BO
NACLIND,NACL Industries Limited,NSE+BSE,NACLIND.NS
NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,NSE+BSE,NAGAFERT.NS
NAGPI,Nagpur Power & Industries Ltd,BSE,NAGPI.BO
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,NSE+BSE,NAGREEKCAP.NS
NAGREEKEXP,Nagreeka Exports Limited,NSE+BSE,NAGREEKEXP.NS
NAHARCAP,Nahar Capital and Financial Services Limited,NSE+BSE,NAHARCAP.NS
NAHARINDUS,Nahar Industrial Enterprises Limited,NSE+BSE,NAHARINDUS.NS
NAHARPOLY,Nahar Poly Films Limited,NSE+BSE,NAHARPOLY.NS
NAHARSPING,Nahar Spinning Mills Limited,NSE+BSE,NAHARSPING.NS
NAKSH,Naksh Precious Metals Limited,BSE,NAKSH.BO
NAM,Nam Securities Ltd.,BSE,NAM.BO
NAM-INDIA,Nippon Life India Asset Management Limited,NSE+BSE,NAM-INDIA.NS
NANTA,NANTA TECH LIMITED,BSE,NANTA.BO
NAPEROL,Naperol Investments Limited,BSE,NAPEROL.BO
NAPL,Naturite Agro Products Limited,BSE,NAPL.BO
NAPSGLOBAL,NAPS Global India Limited,BSE,NAPSGLOBAL.BO
NARMADA,Narmada Agrobase Limited,NSE+BSE,NARMADA.NS
NARMADESH,Narmadesh Brass Industries Limited,BSE,NARMADESH.BO
NARMP,Narmada Macplast Drip Irrigation Sy,BSE,NARMP.BO
NARPROP,Narendra Properties Ltd.,BSE,NARPROP.BO
NATCAPSUQ,Natural Capsules Limited,NSE+BSE,NATCAPSUQ.NS
NATCOPHARM,Natco Pharma Limited,NSE+BSE,NATCOPHARM.NS
NATFIT,National Fittings Limited,BSE,NATFIT.BO
NATGENI,National General Industries Ltd.,BSE,NATGENI.BO
NATHBIOGEN,Nath Bio-Genes (India) Limited,NSE+BSE,NATHBIOGEN.NS
NATHIND,NATH INDUSTRIES LIMITED,BSE,NATHIND.BO
NATHUEC,Natura Hue Chem Ltd.,BSE,NATHUEC.BO
NATIONALUM,National Aluminium Company Limited,NSE+BSE,NATIONALUM.NS
NATIONSTD,National Standard (India) Limited,NSE+BSE,NATIONSTD.NS
NATPLAS,National Plastic Industries Ltd.,BSE,NATPLAS.BO
NATPLASTI,National Plastic Technologies Ltd,BSE,NATPLASTI.BO
NATPLY,National Plywood Industries Ltd.,BSE,NATPLY.BO
NATRAJPR,Natraj Proteins Ltd.,BSE,NATRAJPR.BO
NATURAL,Natural Biocon (India) Limited,BSE,NATURAL.BO
NAUKRI,Info Edge (India) Limited,NSE+BSE,NAUKRI.NS
NAVA,NAVA LIMITED,NSE+BSE,NAVA.NS
NAVIGANT,Navigant Corporate Advisors Limited,BSE,NAVIGANT.BO
NAVINFLUOR,Navin Fluorine International Limited,NSE+BSE,NAVINFLUOR.NS
NAVKARCORP,Navkar Corporation Limited,NSE+BSE,NAVKARCORP.NS
NAVKARURB,Navkar Urbanstructure Limited,NSE+BSE,NAVKARURB.NS
NAVNETEDUL,Navneet Education Limited,NSE+BSE,NAVNETEDUL.NS
NAZARA,Nazara Technologies Limited,NSE+BSE,NAZARA.NS
NBCC,NBCC (India) Limited,NSE+BSE,NBCC.NS
NBFOOT,N.B. Footwear Ltd.,BSE,NBFOOT.BO
NBIFIN,N. B. I. Industrial Finance Company Limited,NSE,NBIFIN.NS
NBL,Naapbooks Limited,BSE,NBL.BO
NCC,NCC Limited,NSE+BSE,NCC.NS
NCCBLUE,NCC Bluewater Products Ltd.,BSE,NCCBLUE.BO
NCLIND,NCL Industries Limited,NSE+BSE,NCLIND.NS
NCLRESE,NCL Research And Financial Services,BSE,NCLRESE.BO
NCML,NILACHAL CARBO METALICKS LIMITED,BSE,NCML.BO
NDASEC,NDA Securities ltd.,BSE,NDASEC.BO
NDGL,Naga Dhunseri Group Limited,NSE,NDGL.NS
NDL,Nandan Denim Limited,NSE+BSE,NDL.NS
NDLVENTURE,NDL Ventures Limited,NSE+BSE,NDLVENTURE.NS
NDRAUTO,Ndr Auto Components Limited,NSE+BSE,NDRAUTO.NS
NDTV,New Delhi Television Limited,NSE+BSE,NDTV.NS
NEAGI,Neelamalai Agro Industries Limited,NSE+BSE,NEAGI.NS
NECCLTD,North Eastern Carrying Corporation Limited,NSE+BSE,NECCLTD.NS
NECLIFE,Nectar Lifesciences Limited,NSE+BSE,NECLIFE.NS
NEELKAN,Neelkanth Rockminerals ltd.,BSE,NEELKAN.BO
NEELKANTH,NEELKANTH LIMITED,BSE,NEELKANTH.BO
NEERAJ,NEERAJ PAPER MARKETING LIMITED,BSE,NEERAJ.BO
NEETUYOSHI,Neetu Yoshi Limited,BSE,NEETUYOSHI.BO
NEIL,Neil Industries Ltd.,BSE,NEIL.BO
NELCAST,Nelcast Limited,NSE+BSE,NELCAST.NS
NELCO,NELCO Limited,NSE+BSE,NELCO.NS
NEOGEN,Neogen Chemicals Limited,NSE+BSE,NEOGEN.NS
NEOINFRA,Neo Infracon Ltd.,BSE,NEOINFRA.BO
NEPHROPLUS,Nephrocare Health Services Limited,NSE+BSE,NEPHROPLUS.NS
NEPLOG,NEPTUNE LOGITEK LIMITED,BSE,NEPLOG.BO
NESCO,Nesco Limited,NSE+BSE,NESCO.NS
NESTLEIND,Nestle India Limited,NSE+BSE,NESTLEIND.NS
NETLINK,Netlink Solutions (India) Ltd.,BSE,NETLINK.BO
NETTLINX,Nettlinx Ltd.,BSE,NETTLINX.BO
NETWEB,Netweb Technologies India Limited,NSE+BSE,NETWEB.NS
NETWORK18,Network18 Media & Investments Limited,NSE+BSE,NETWORK18.NS
NEULANDLAB,Neuland Laboratories Limited,NSE+BSE,NEULANDLAB.NS
NEWGEN,Newgen Software Technologies Limited,NSE+BSE,NEWGEN.NS
NEWINFRA,Newtime Infrastructure Limited,BSE,NEWINFRA.BO
NEWLIGHT,NEW LIGHT INDUSTRIES LIMITED,BSE,NEWLIGHT.BO
NEWMKTAVE,NEW MARKETS AVENUE LIMITED,BSE,NEWMKTAVE.BO
NEWTRAC,NEWTRAC FOODS & BEVERAGES LIMITED,BSE,NEWTRAC.BO
NEXOME,NEXOME CAPITAL MARKETS LIMITED,BSE,NEXOME.BO
NEXT30ADD,DSP Mutual Fund,BSE,NEXT30ADD.BO
NEXT50,Mirae Asset Mutual Fund,BSE,NEXT50.BO
NEXT50ADD,DSP Mutual Fund,BSE,NEXT50ADD.BO
NEXT50BETA,UTI Mutual Fund,BSE,NEXT50BETA.BO
NEXT50IETF,ICICI Prudential Mutual Fund,BSE,NEXT50IETF.BO
NEXTMEDIA,Next Mediaworks Limited,NSE+BSE,NEXTMEDIA.NS
NEXUSSURGL,NEXUS SURGICAL AND MEDICARE LIMITED,BSE,NEXUSSURGL.BO
NEXXUS,Nexxus Petro Industries Limited,BSE,NEXXUS.BO
NFL,National Fertilizers Limited,NSE+BSE,NFL.NS
NGIL,Nakoda Group of Industries Limited,NSE+BSE,NGIL.NS
NGIND,N.G.Industries Ltd.,BSE,NGIND.BO
NGLFINE,NGL Fine-Chem Limited,NSE+BSE,NGLFINE.NS
NH,Narayana Hrudayalaya Ltd.,NSE+BSE,NH.NS
NHCFOODS,NHC FOODS LIMITED,BSE,NHCFOODS.BO
NHL,Naturewings Holidays Limited,BSE,NHL.BO
NHPC,NHPC Limited,NSE+BSE,NHPC.NS
NIACL,The New India Assurance Company Limited,NSE+BSE,NIACL.NS
NIBE,NIBE Limited,NSE+BSE,NIBE.NS
NIBL,NRB Industrial Bearings Limited,NSE+BSE,NIBL.NS
NICCOPAR,Nicco Parks And Resorts Ltd.,BSE,NICCOPAR.BO
NIDHGRN,Nidhi Granites Limited,BSE,NIDHGRN.BO
NIF100BEES,Nippon India Mutual Fund,BSE,NIF100BEES.BO
NIF100IETF,ICICI Prudential Mutual Fund,BSE,NIF100IETF.BO
NIFTY1,Kotak Mahindra Mutual Fund,BSE,NIFTY1.BO
NIFTYADD,DSP Mutual Fund,BSE,NIFTYADD.BO
NIFTYBEES,Reliance Mutual Fund-Permitted,BSE,NIFTYBEES.BO
NIFTYBETA,UTI Mutual Fund,BSE,NIFTYBETA.BO
NIFTYBETF,Bajaj Finserv Mutual Fund,BSE,NIFTYBETF.BO
NIFTYCASE,Zerodha Mutual Fund,BSE,NIFTYCASE.BO
NIFTYETF,Mirae Asset Mutual Fund,BSE,NIFTYETF.BO
NIFTYIETF,ICICI Prudential Mutual Fund,BSE,NIFTYIETF.BO
NIFTYQLITY,Aditya Birla Sun Life Mutual Fund,BSE,NIFTYQLITY.BO
NIHARINF,Nihar Info Global Ltd.,BSE,NIHARINF.BO
NIITLTD,NIIT Limited,NSE+BSE,NIITLTD.NS
NIITMTS,NIIT Learning Systems Limited,NSE+BSE,NIITMTS.NS
NIKHILAD,Nikhil Adhesives Ltd.,BSE,NIKHILAD.BO
NILACHAL,Nilachal Refractories Ltd.,BSE,NILACHAL.BO
NILAINFRA,Nila Infrastructures Limited,NSE+BSE,NILAINFRA.NS
NILASPACES,Nila Spaces Limited,NSE+BSE,NILASPACES.NS
NILE,Nile Limited,NSE+BSE,NILE.NS
NILKAMAL,Nilkamal Limited,NSE+BSE,NILKAMAL.NS
NIMBSPROJ,Nimbus Projects Limited,NSE+BSE,NIMBSPROJ.NS
NINSYS,NINtec Systems Limited,NSE+BSE,NINSYS.NS
NIPPOBATRY,Indo-National Limited,NSE+BSE,NIPPOBATRY.NS
NIRAJ,Niraj Cement Structurals Limited,NSE+BSE,NIRAJ.NS
NIRAJISPAT,Niraj Ispat Industries Limited,NSE,NIRAJISPAT.NS
NIRAVCOM,Nirav Commercials Ltd.,BSE,NIRAVCOM.BO
NIRBHAYIND,Nirbhay Colours India Limited,BSE,NIRBHAYIND.BO
NIRLON,Nirlon Limited,NSE+BSE,NIRLON.NS
NIRMITEE,Nirmitee Robotics India Limited,BSE,NIRMITEE.BO
NISMGMT,NIS MANAGEMENT LIMITED,BSE,NISMGMT.BO
NISUS,NISUS FINANCE SERVICES CO LIMITED,BSE,NISUS.BO
NITCO,Nitco Limited,NSE+BSE,NITCO.NS
NITINCAST,Nitin Castings Limited,BSE,NITINCAST.BO
NITINSPIN,Nitin Spinners Limited,NSE+BSE,NITINSPIN.NS
NITIRAJ,Nitiraj Engineers Limited,NSE,NITIRAJ.NS
NITTAGELA,Nitta Gelatin India Limited,NSE+BSE,NITTAGELA.NS
NIVABUPA,Niva Bupa Health Insurance Company Limited,NSE+BSE,NIVABUPA.NS
NIVAKA,NIVAKA FASHIONS LIMITED,BSE,NIVAKA.BO
NIYOGIN,Niyogin Fintech Limited,BSE,NIYOGIN.BO
NKIND,NK Industries Limited,NSE+BSE,NKIND.NS
NLCINDIA,NLC India Limited,NSE+BSE,NLCINDIA.NS
NLFL,Nalin Lease Finance Ltd.,BSE,NLFL.BO
NMDC,NMDC Limited,NSE+BSE,NMDC.NS
NMSGLOBAL,NMS GLOBAL LIMITED,BSE,NMSGLOBAL.BO
NOBPOL,NOBLE POLYMERS LIMITED,BSE,NOBPOL.BO
NOCIL,NOCIL Limited,NSE+BSE,NOCIL.NS
NOIDATOLL,Noida Toll Bridge Company Limited,NSE+BSE,NOIDATOLL.NS
NOL,National Oxygen Ltd.,BSE,NOL.BO
NORBTEAEXP,Norben Tea & Exports Limited,NSE+BSE,NORBTEAEXP.NS
NORRIS,Norris Medicines Ltd.,BSE,NORRIS.BO
